reference,direction,shift_px,ssim,ssim_distance_d,predicted_jod
I03,down,16,0.5551605944909718,0.44483940550902823,2.2844791207576742
I03,down,17,0.5516994602077373,0.4483005397922627,2.2955830116457907
I03,down,18,0.5469984769775138,0.4530015230224862,2.310505749014781
I03,down,19,0.546607220534945,0.45339277946505496,2.311739533238801
I03,down,20,0.5446269253037573,0.45537307469624266,2.317964873009025
I03,down,21,0.5400536848117491,0.4599463151882509,2.332218696970606
I03,down,22,0.537541760583789,0.462458239416211,2.3399752077890232
I03,down,23,0.5372937867952459,0.46270621320475414,2.3407381367971185
I03,down,24,0.5366735796458921,0.46332642035410787,2.342644111862903
I03,down,25,0.5334577633828075,0.4665422366171925,2.3524767282743477
I03,down,26,0.5291162711378545,0.47088372886214547,2.36561873727179
I03,down,27,0.526988585800464,0.47301141419953596,2.37200408733976
I03,down,28,0.525584557547089,0.474415442452911,2.3761978386398486
I03,down,29,0.5232000603531285,0.4767999396468715,2.38328414211892
I03,down,30,0.5210250403409347,0.47897495965906534,2.389708457903372
I03,down,31,0.5163513279646403,0.48364867203535966,2.4033863523218812
I03,down,32,0.5134317650947499,0.48656823490525014,2.4118432733820265
I03,down,33,0.5127583133439295,0.4872416866560705,2.4137845272055474
I03,down,34,0.5088486657647102,0.4911513342352898,2.4249842376948507
I03,down,35,0.5088020225529438,0.4911979774470562,2.4251171341361184
I03,down,36,0.5087818679267376,0.49121813207326237,2.4251745537208595
I03,down,37,0.5068657685744012,0.49313423142559876,2.430619015806829
I03,down,38,0.5044961002354005,0.4955038997645995,2.43731289516462
I03,down,39,0.5032813264570432,0.49671867354295685,2.440727581008951
I03,down,40,0.5000878080113759,0.49991219198862413,2.4496502450596847
I03,down,41,0.4982621520364199,0.5017378479635801,2.45471595506479
I03,down,42,0.5003083048511359,0.49969169514886413,2.4490366967842823
I03,down,43,0.4985731562490132,0.5014268437509868,2.4538548036455277
I03,down,44,0.497601270549309,0.502398729450691,2.456543440595503
I03,down,45,0.49667455653425013,0.5033254434657499,2.4591003966950664
I03,down,46,0.4959356870059196,0.5040643129940804,2.4611343676426465
I03,down,47,0.4950112440681641,0.5049887559318359,2.463673334817784
I03,down,48,0.49561745396818757,0.5043825460318124,2.462009123283565
I03,down,49,0.4931123673774166,0.5068876326225834,2.468868202653481
I03,down,50,0.49083938741742467,0.5091606125825754,2.4750506107819215
I03,down,51,0.49107130622459166,0.5089286937754083,2.4744215903596567
I03,down,52,0.4908873979498299,0.5091126020501702,2.4749204278205275
I03,down,53,0.4887364153252451,0.5112635846747549,2.480735876390992
I03,down,54,0.485812538106255,0.514187461893745,2.488585182245811
I03,down,55,0.48712159159465884,0.5128784084053412,2.4850788836135127
I03,down,56,0.4874102068770217,0.5125897931229784,2.484304100265338
I03,down,57,0.4841388405131715,0.5158611594868285,2.493049512615512
I03,down,58,0.48536136839282606,0.5146386316071739,2.489790668209671
I03,down,59,0.4868603369089782,0.5131396630910219,2.4857796793100118
I03,down,60,0.4852615371311517,0.5147384628688483,2.490057202990714
I03,down,61,0.4854607065124419,0.5145392934875581,2.48952537610736
I03,down,62,0.4855201112901272,0.5144798887098728,2.4893666946293163
I03,down,63,0.48545616403073083,0.5145438359692691,2.489537508855606
I03,down,64,0.48508079407070875,0.5149192059292913,2.4905395709003315
I03,down,65,0.48344265381700774,0.5165573461829922,2.494900327519032
I03,down,66,0.4823149447383571,0.5176850552616429,2.497890688193803
I03,down,67,0.48413050166178256,0.5158694983382175,2.4930717028620597
I03,down,68,0.4828723702121271,0.5171276297878729,2.496413738579805
I03,down,69,0.4805373317945035,0.5194626682054966,2.502585220043116
I03,down,70,0.4795833756850422,0.5204166243149577,2.5050948823889483
I03,down,71,0.4801903557807757,0.5198096442192244,2.5034988222016157
I03,down,72,0.4801203756527966,0.5198796243472035,2.503682974717697
I03,down,73,0.47824651971320103,0.5217534802867989,2.5086005522999297
I03,down,74,0.4766468823474168,0.5233531176525832,2.5127779935414862
I03,down,75,0.477408231988678,0.522591768011322,2.5107920856050674
I03,down,76,0.4764639637866997,0.5235360362133004,2.5132544835909485
I03,down,77,0.47575668306576663,0.5242433169342333,2.5150945859081446
I03,down,78,0.4755532891676439,0.5244467108323561,2.515623066780238
I03,down,79,0.47362793240276174,0.5263720675972383,2.5206107151535395
I03,down,80,0.47175464451000015,0.5282453554899998,2.5254374488056603
I03,down,81,0.4720465124806545,0.5279534875193455,2.5246871033822726
I03,down,82,0.4716602245467346,0.5283397754532654,2.525680054320638
I03,down,83,0.47084433584737884,0.5291556641526212,2.527773717937854
I03,down,84,0.4687870305561392,0.5312129694438608,2.5330315057814277
I03,down,85,0.4679210349030591,0.5320789650969409,2.535235519388851
I03,down,86,0.4691129715598166,0.5308870284401834,2.5322005576165765
I03,down,87,0.4692472212044938,0.5307527787955062,2.531858079924688
I03,down,88,0.46894306187903567,0.5310569381209643,2.532633818443183
I03,down,89,0.46750736950702465,0.5324926304929753,2.536286407777607
I03,down,90,0.46760913095702583,0.5323908690429742,2.53602800464391
I03,down,91,0.46754934202622234,0.5324506579737777,2.5361798359175953
I03,down,92,0.46632931051897103,0.533670689481029,2.5392724082028497
I03,down,93,0.46585763492040877,0.5341423650795912,2.5404651453980653
I03,down,94,0.46521005986150094,0.534789940138499,2.542100071399571
I03,down,95,0.4639529690795963,0.5360470309204037,2.545265218866848
I03,down,96,0.4624236214280698,0.5375763785719302,2.549100562314174
I03,down,97,0.45957386210858747,0.5404261378914126,2.556202624603265
I03,down,98,0.4581151058190275,0.5418848941809725,2.559815679948162
I03,down,99,0.4585718148956389,0.5414281851043611,2.558686127570316
I03,down,100,0.4574766806353583,0.5425233193646417,2.561392177979604
I04,right,1,0.8051921479124534,0.19480785208754658,1.2053860873465974
I04,right,2,0.6305196890127741,0.3694803109872259,2.017356273969087
I04,right,3,0.5823567959710063,0.4176432040289937,2.1937285239990123
I04,right,4,0.5532851894036661,0.4467148105963339,2.290508070840157
I04,right,5,0.5369949539893518,0.4630050460106482,2.3416568776910873
I04,right,6,0.5223242686101565,0.47767573138984354,2.385875471658637
I04,right,7,0.5051028807210881,0.4948971192789119,2.43560298944246
I04,right,8,0.48843905040939156,0.5115609495906084,2.4815370992546946
I04,right,9,0.4774552862341469,0.5225447137658531,2.5106692090362195
I04,right,10,0.4722134092399296,0.5277865907600704,2.5242577595429196
I04,right,11,0.4658024894838116,0.5341975105161885,2.5406044882151466
I04,right,12,0.45904374695836386,0.5409562530416361,2.5575173674309424
I04,right,13,0.4514675350333491,0.548532464966651,2.5760897185516853
I04,right,14,0.44328652741473656,0.5567134725852634,2.595693091997556
I04,right,15,0.43685540449543675,0.5631445955045633,2.6107790830193673
I04,right,16,0.43092092225239514,0.5690790777476049,2.6244503731762876
I04,right,17,0.42760576368592973,0.5723942363140703,2.6319843189442214
I04,right,18,0.4261117660698359,0.5738882339301641,2.6353555431085782
I04,right,19,0.4236957191785093,0.5763042808214907,2.640775993005784
I04,right,20,0.4215659936901008,0.5784340063098992,2.6455220453665174
I04,right,21,0.4193358995999173,0.5806641004000828,2.650459756810788
I04,right,22,0.41736412744170803,0.582635872558292,2.6547983584947943
I04,right,23,0.41664234927107074,0.5833576507289293,2.6563801791866526
I04,right,24,0.41480526384435723,0.5851947361556428,2.6603909636155088
I04,right,25,0.41300329018825455,0.5869967098117455,2.6643038164279718
I04,right,26,0.4103596831729972,0.5896403168270028,2.670006261834607
I04,right,27,0.4069736696033004,0.5930263303966996,2.6772445805797283
I04,right,28,0.4065763913419323,0.5934236086580678,2.6780890441187166
I04,right,29,0.4075506540529858,0.5924493459470141,2.6760163371331673
I04,right,30,0.4071880912580705,0.5928119087419295,2.6767883830157864
I04,right,31,0.4065433574496423,0.5934566425503577,2.6781592164059855
I04,right,32,0.40459702318672086,0.5954029768132791,2.682281466391519
I04,right,33,0.40223215623040615,0.5977678437695939,2.6872578290008207
I04,right,34,0.3999514174538711,0.6000485825461289,2.6920237390922734
I04,right,35,0.39848781856491167,0.6015121814350883,2.6950649185080024
I04,right,36,0.3968420392666865,0.6031579607333135,2.69846864453816
I04,right,37,0.39435457730498935,0.6056454226950106,2.7035810880218856
I04,right,38,0.39337849455966295,0.606621505440337,2.7055767311384447
I04,right,39,0.39422630870817443,0.6057736912918256,2.7038436752816972
I04,right,40,0.39421620981365024,0.6057837901863498,2.703864345079019
I04,right,41,0.3940375278692902,0.6059624721307098,2.704229955863217
I04,right,42,0.3935198134311423,0.6064801865688577,2.7052881635741963
I04,right,43,0.39306549846020744,0.6069345015397926,2.7062154173697577
I04,right,44,0.3924841473480895,0.6075158526519104,2.707400091615865
I04,right,45,0.39117043445815575,0.6088295655418443,2.710069494092319
I04,right,46,0.389968117154071,0.610031882845929,2.712503242753697
I04,right,47,0.39018529284306513,0.6098147071569349,2.7120642892815443
I04,right,48,0.3903810639278461,0.6096189360721539,2.7116683505661507
I04,right,49,0.389294592372805,0.6107054076271949,2.7138627257557912
I04,right,50,0.3892143447835907,0.6107856552164093,2.7140245170409925
I04,right,51,0.38784926866912417,0.6121507313308758,2.716770683543663
I04,right,52,0.3868348265942967,0.6131651734057033,2.718804100783334
I04,right,53,0.3879131669146855,0.6120868330853144,2.7166423914213595
I04,right,54,0.3881716231760489,0.6118283768239511,2.71612321986171
I04,right,55,0.38775066260742475,0.6122493373925753,2.7169686116177107
I04,right,56,0.38628671782461643,0.6137132821753836,2.719900159457782
I04,right,57,0.38502058070153744,0.6149794192984626,2.7224250869248
I04,right,58,0.3852701958461844,0.6147298041538156,2.721928075085973
I04,right,59,0.3861475050270118,0.6138524949729882,2.720178253706613
I04,right,60,0.38502780418851434,0.6149721958114857,2.7224107094579457
I04,right,61,0.3835154722763338,0.6164845277236661,2.725413929417382
I04,right,62,0.3809076531800032,0.6190923468199968,2.7305601643859667
I04,right,63,0.37821936721001653,0.6217806327899835,2.7358224546551817
I04,right,64,0.37821728285027856,0.6217827171497214,2.735826518004182
I04,right,65,0.37969037316799475,0.6203096268320052,2.732948335364213
I04,right,66,0.3783703843582979,0.621629615641702,2.735527985743695
I04,right,67,0.375459947583827,0.624540052416173,2.741179151991517
I04,right,68,0.3731996877937572,0.6268003122062429,2.745533227005992
I04,right,69,0.3707811702178517,0.6292188297821484,2.750158818858723
I04,right,70,0.370015204112688,0.6299847958873119,2.751616628715283
I04,right,71,0.37159491306820924,0.6284050869317908,2.7486063122760083
I04,right,72,0.37196698891192376,0.6280330110880763,2.747895149208408
I04,right,73,0.37029961515333276,0.6297003848466672,2.75107572990803
I04,right,74,0.3694953921299733,0.6305046078700267,2.7526039955425174
I04,right,75,0.3691284933323673,0.6308715066676327,2.753299958113436
I04,right,76,0.36985304532397967,0.6301469546760203,2.751924813854039
I04,right,77,0.3718055411665071,0.6281944588334929,2.748203830457663
I04,right,78,0.37278698748881733,0.6272130125111827,2.7463249806434957
I04,right,79,0.37241663382659596,0.627583366173404,2.747034639598078
I04,right,80,0.37274146491797827,0.6272585350820217,2.746412252950541
I04,right,81,0.37396120765872004,0.62603879234128,2.744069637056249
I04,right,82,0.3740016022108348,0.6259983977891652,2.7439919058583584
I04,right,83,0.3745769189492578,0.6254230810507422,2.742883777985897
I04,right,84,0.3734258484603441,0.6265741515396559,2.7450989185332606
I04,right,85,0.3718534043256955,0.6281465956743044,2.7481123340961835
I04,right,86,0.3699030758628075,0.6300969241371925,2.751829746489319
I04,right,87,0.3695982546768265,0.6304017453231735,2.7524087366429546
I04,right,88,0.36935370100718473,0.6306462989928152,2.7528728596041283
I04,right,89,0.3692638377815883,0.6307361622184118,2.7530433175847238
I04,right,90,0.36954971966671696,0.630450280333283,2.752500875961653
I04,right,91,0.3692210918593097,0.6307789081406903,2.7531243840771804
I04,right,92,0.3695879936240939,0.6304120063759061,2.7524282174691166
I04,right,93,0.36944178529921945,0.6305582147007806,2.7527057302446236
I04,right,94,0.3696386707203386,0.6303613292796614,2.752331999943368
I04,right,95,0.3702677887236916,0.6297322112763084,2.7511362815914238
I04,right,96,0.36969978795350605,0.630300212046494,2.7522159403993047
I04,right,97,0.36853073515882495,0.631469264841175,2.7544321504901355
I04,right,98,0.3679001501396039,0.632099849860396,2.7556242619253233
I04,right,99,0.3662034827761227,0.6337965172238773,2.758820307061157
I04,right,100,0.36585209364158316,0.6341479063584168,2.7594801379875973
I04,left,1,0.8051921479124534,0.19480785208754658,1.2053860873465974
I04,left,2,0.6305196890127741,0.3694803109872259,2.017356273969087
I04,left,3,0.5823567959710063,0.4176432040289937,2.1937285239990123
I04,left,4,0.5532851894036661,0.4467148105963339,2.290508070840157
I04,left,5,0.5369949539893518,0.4630050460106482,2.3416568776910873
I04,left,6,0.5223242686101565,0.47767573138984354,2.385875471658637
I04,left,7,0.5051028807210881,0.4948971192789119,2.43560298944246
I04,left,8,0.48843905040939156,0.5115609495906084,2.4815370992546946
I04,left,9,0.4774552862341469,0.5225447137658531,2.5106692090362195
I04,left,10,0.4722134092399296,0.5277865907600704,2.5242577595429196
I04,left,11,0.4658024894838116,0.5341975105161885,2.5406044882151466
I04,left,12,0.45904374695836386,0.5409562530416361,2.5575173674309424
I04,left,13,0.4514675350333491,0.548532464966651,2.5760897185516853
I04,left,14,0.44328652741473656,0.5567134725852634,2.595693091997556
I04,left,15,0.43685540449543675,0.5631445955045633,2.6107790830193673
I04,left,16,0.43092092225239514,0.5690790777476049,2.6244503731762876
I04,left,17,0.42760576368592973,0.5723942363140703,2.6319843189442214
I04,left,18,0.4261117660698359,0.5738882339301641,2.6353555431085782
I04,left,19,0.4236957191785093,0.5763042808214907,2.640775993005784
I04,left,20,0.4215659936901008,0.5784340063098992,2.6455220453665174
I04,left,21,0.4193358995999173,0.5806641004000828,2.650459756810788
I04,left,22,0.41736412744170803,0.582635872558292,2.6547983584947943
I04,left,23,0.41664234927107074,0.5833576507289293,2.6563801791866526
I04,left,24,0.41480526384435723,0.5851947361556428,2.6603909636155088
I04,left,25,0.41300329018825455,0.5869967098117455,2.6643038164279718
I04,left,26,0.4103596831729972,0.5896403168270028,2.670006261834607
I04,left,27,0.4069736696033004,0.5930263303966996,2.6772445805797283
I04,left,28,0.4065763913419323,0.5934236086580678,2.6780890441187166
I04,left,29,0.4075506540529858,0.5924493459470141,2.6760163371331673
I04,left,30,0.4071880912580705,0.5928119087419295,2.6767883830157864
I04,left,31,0.4065433574496423,0.5934566425503577,2.6781592164059855
I04,left,32,0.40459702318672086,0.5954029768132791,2.682281466391519
I04,left,33,0.40223215623040615,0.5977678437695939,2.6872578290008207
I04,left,34,0.3999514174538711,0.6000485825461289,2.6920237390922734
I04,left,35,0.39848781856491167,0.6015121814350883,2.6950649185080024
I04,left,36,0.3968420392666865,0.6031579607333135,2.69846864453816
I04,left,37,0.39435457730498935,0.6056454226950106,2.7035810880218856
I04,left,38,0.39337849455966295,0.606621505440337,2.7055767311384447
I04,left,39,0.39422630870817443,0.6057736912918256,2.7038436752816972
I04,left,40,0.39421620981365024,0.6057837901863498,2.703864345079019
I04,left,41,0.3940375278692902,0.6059624721307098,2.704229955863217
I04,left,42,0.3935198134311423,0.6064801865688577,2.7052881635741963
I04,left,43,0.39306549846020744,0.6069345015397926,2.7062154173697577
I04,left,44,0.3924841473480895,0.6075158526519104,2.707400091615865
I04,left,45,0.39117043445815575,0.6088295655418443,2.710069494092319
I04,left,46,0.389968117154071,0.610031882845929,2.712503242753697
I04,left,47,0.39018529284306513,0.6098147071569349,2.7120642892815443
I04,left,48,0.3903810639278461,0.6096189360721539,2.7116683505661507
I04,left,49,0.389294592372805,0.6107054076271949,2.7138627257557912
I04,left,50,0.3892143447835907,0.6107856552164093,2.7140245170409925
I04,left,51,0.38784926866912417,0.6121507313308758,2.716770683543663
I04,left,52,0.3868348265942967,0.6131651734057033,2.718804100783334
I04,left,53,0.3879131669146855,0.6120868330853144,2.7166423914213595
I04,left,54,0.3881716231760489,0.6118283768239511,2.71612321986171
I04,left,55,0.38775066260742475,0.6122493373925753,2.7169686116177107
I04,left,56,0.38628671782461643,0.6137132821753836,2.719900159457782
I04,left,57,0.38502058070153744,0.6149794192984626,2.7224250869248
I04,left,58,0.3852701958461844,0.6147298041538156,2.721928075085973
I04,left,59,0.3861475050270118,0.6138524949729882,2.720178253706613
I04,left,60,0.38502780418851434,0.6149721958114857,2.7224107094579457
I04,left,61,0.3835154722763338,0.6164845277236661,2.725413929417382
I04,left,62,0.3809076531800032,0.6190923468199968,2.7305601643859667
I04,left,63,0.37821936721001653,0.6217806327899835,2.7358224546551817
I04,left,64,0.37821728285027856,0.6217827171497214,2.735826518004182
I04,left,65,0.37969037316799475,0.6203096268320052,2.732948335364213
I04,left,66,0.3783703843582979,0.621629615641702,2.735527985743695
I04,left,67,0.375459947583827,0.624540052416173,2.741179151991517
I04,left,68,0.3731996877937572,0.6268003122062429,2.745533227005992
I04,left,69,0.3707811702178517,0.6292188297821484,2.750158818858723
I04,left,70,0.370015204112688,0.6299847958873119,2.751616628715283
I04,left,71,0.37159491306820924,0.6284050869317908,2.7486063122760083
I04,left,72,0.37196698891192376,0.6280330110880763,2.747895149208408
I04,left,73,0.37029961515333276,0.6297003848466672,2.75107572990803
I04,left,74,0.3694953921299733,0.6305046078700267,2.7526039955425174
I04,left,75,0.3691284933323673,0.6308715066676327,2.753299958113436
I04,left,76,0.36985304532397967,0.6301469546760203,2.751924813854039
I04,left,77,0.3718055411665071,0.6281944588334929,2.748203830457663
I04,left,78,0.37278698748881733,0.6272130125111827,2.7463249806434957
I04,left,79,0.37241663382659596,0.627583366173404,2.747034639598078
I04,left,80,0.37274146491797827,0.6272585350820217,2.746412252950541
I04,left,81,0.37396120765872004,0.62603879234128,2.744069637056249
I04,left,82,0.3740016022108348,0.6259983977891652,2.7439919058583584
I04,left,83,0.3745769189492578,0.6254230810507422,2.742883777985897
I04,left,84,0.3734258484603441,0.6265741515396559,2.7450989185332606
I04,left,85,0.3718534043256955,0.6281465956743044,2.7481123340961835
I04,left,86,0.3699030758628075,0.6300969241371925,2.751829746489319
I04,left,87,0.3695982546768265,0.6304017453231735,2.7524087366429546
I04,left,88,0.36935370100718473,0.6306462989928152,2.7528728596041283
I04,left,89,0.3692638377815883,0.6307361622184118,2.7530433175847238
I04,left,90,0.36954971966671696,0.630450280333283,2.752500875961653
I04,left,91,0.3692210918593097,0.6307789081406903,2.7531243840771804
I04,left,92,0.3695879936240939,0.6304120063759061,2.7524282174691166
I04,left,93,0.36944178529921945,0.6305582147007806,2.7527057302446236
I04,left,94,0.3696386707203386,0.6303613292796614,2.752331999943368
I04,left,95,0.3702677887236916,0.6297322112763084,2.7511362815914238
I04,left,96,0.36969978795350605,0.630300212046494,2.7522159403993047
I04,left,97,0.36853073515882495,0.631469264841175,2.7544321504901355
I04,left,98,0.3679001501396039,0.632099849860396,2.7556242619253233
I04,left,99,0.3662034827761227,0.6337965172238773,2.758820307061157
I04,left,100,0.36585209364158316,0.6341479063584168,2.7594801379875973
I04,up,1,0.8087933065768633,0.19120669342313668,1.185925562783484
I04,up,2,0.6536932711750155,0.3463067288249845,1.9251793741308152
I04,up,3,0.6180764745768413,0.38192352542315866,2.064875871749768
I04,up,4,0.5816519060136873,0.4183480939863127,2.1961599652845045
I04,up,5,0.5528993114177085,0.44710068858229146,2.291744947624643
I04,up,6,0.5329094870848624,0.4670905129151376,2.3541447806227165
I04,up,7,0.5193844886262495,0.48061551137375047,2.3945292966753478
I04,up,8,0.510397897226307,0.489602102773693,2.420560522464034
I04,up,9,0.5063499363025264,0.49365006369747355,2.4320798494369082
I04,up,10,0.5019325347123432,0.4980674652876568,2.444505660118697
I04,up,11,0.49594253744168626,0.5040574625583137,2.461115528760268
I04,up,12,0.48852457548809086,0.5114754245119091,2.4813067277604857
I04,up,13,0.48012516899480606,0.5198748310051939,2.5036703622080134
I04,up,14,0.47271808872419524,0.5272819112758047,2.522958228994942
I04,up,15,0.464993421661132,0.535006578338868,2.542646341401566
I04,up,16,0.45720164908212263,0.5427983509178773,2.562070437160892
I04,up,17,0.45112806104353764,0.5488719389564624,2.576912443724037
I04,up,18,0.44866133214710885,0.5513386678528911,2.5828664259612584
I04,up,19,0.4460930064914691,0.5539069935085309,2.589020572991637
I04,up,20,0.4437978027607778,0.5562021972392222,2.594481567959444
I04,up,21,0.4421325350050313,0.5578674649949686,2.5984209848540587
I04,up,22,0.4404514298685785,0.5595485701314216,2.6023785223153633
I04,up,23,0.4370421409673132,0.5629578590326868,2.6103450250297078
I04,up,24,0.4316591360732034,0.5683408639267966,2.622762693651861
I04,up,25,0.42862305971660536,0.5713769402833946,2.6296802590805024
I04,up,26,0.4250262804215099,0.5749737195784901,2.63779564230468
I04,up,27,0.4212425777777787,0.5787574222222214,2.6462401558535245
I04,up,28,0.42112606649896583,0.5788739335010342,2.6464986880318024
I04,up,29,0.4222109257273098,0.5777890742726902,2.644087985936056
I04,up,30,0.4222395877860773,0.5777604122139227,2.64402418986257
I04,up,31,0.42212895875828205,0.577871041241718,2.644270398298982
I04,up,32,0.4203550092593029,0.5796449907406971,2.6482073719399573
I04,up,33,0.4177824015743072,0.5822175984256928,2.6538801299329275
I04,up,34,0.41746888459549153,0.5825311154045085,2.654568494471567
I04,up,35,0.4172245904051359,0.5827754095948641,2.6551044272777284
I04,up,36,0.41472101522122506,0.5852789847787749,2.6605743721223636
I04,up,37,0.41182690753560064,0.5881730924643993,2.666846917764265
I04,up,38,0.4110485380119588,0.5889514619880412,2.6685246900635047
I04,up,39,0.41009107175315407,0.5899089282468459,2.670583158117511
I04,up,40,0.40861956861123927,0.5913804313887607,2.6737352895052453
I04,up,41,0.40848394124111104,0.591516058758889,2.674025120962101
I04,up,42,0.4060792400193608,0.5939207599806392,2.679144383761164
I04,up,43,0.40577564935568716,0.5942243506443128,2.6797880643766554
I04,up,44,0.4056964989932428,0.5943035010067572,2.6799557846408524
I04,up,45,0.40314813153075624,0.5968518684692438,2.6853345491330414
I04,up,46,0.4019926045033281,0.5980073954966719,2.6877599439042132
I04,up,47,0.40217323604583455,0.5978267639541655,2.687381362832478
I04,up,48,0.3995800768898336,0.6004199231101663,2.692796610311415
I04,up,49,0.3970208242463746,0.6029791757536254,2.6980997078670423
I04,up,50,0.39785974267652136,0.6021402573234786,2.6963658721254795
I04,up,51,0.39854396948293735,0.6014560305170626,2.694948491217052
I04,up,52,0.3982516909680504,0.6017483090319495,2.6955543063829577
I04,up,53,0.39767723306035824,0.6023227669396418,2.696743447948931
I04,up,54,0.39777902049214614,0.6022209795078539,2.696532895803898
I04,up,55,0.3982481886365238,0.6017518113634762,2.6955615625404583
I04,up,56,0.3972240245321511,0.6027759754678489,2.6976801463779463
I04,up,57,0.3963957566919749,0.6036042433080251,2.6993887142836686
I04,up,58,0.39661943263964555,0.6033805673603545,2.698927732194039
I04,up,59,0.39726257930345965,0.6027374206965403,2.6976005106496865
I04,up,60,0.3951970162829927,0.6048029837170072,2.7018539398876387
I04,up,61,0.3939233609344689,0.6060766390655311,2.7044634554965468
I04,up,62,0.3936981589076893,0.6063018410923107,2.7049238128650988
I04,up,63,0.39224550107877976,0.6077544989212202,2.707885799966152
I04,up,64,0.3903535280768908,0.6096464719231092,2.7117240548737005
I04,up,65,0.391035886623054,0.608964113376946,2.710342289164924
I04,up,66,0.39211322889543043,0.6078867711045696,2.7081548576226933
I04,up,67,0.39157158832845335,0.6084284116715466,2.709255495620739
I04,up,68,0.39094228517792873,0.6090577148220713,2.710531999982541
I04,up,69,0.3906446372961261,0.6093553627038739,2.7111349129633933
I04,up,70,0.389914751057825,0.610085248942175,2.7126110615289907
I04,up,71,0.3889362128274012,0.6110637871725988,2.714584968080745
I04,up,72,0.38729671431752094,0.612703285682479,2.7178790391885848
I04,up,73,0.3862327857743775,0.6137672142256225,2.720007909173395
I04,up,74,0.38699058962584404,0.6130094103741559,2.7184922862154037
I04,up,75,0.38815628944377223,0.6118437105562278,2.7161540327324607
I04,up,76,0.38799940529609867,0.6120005947039013,2.716469206229757
I04,up,77,0.38836852053452914,0.6116314794654709,2.71572743038759
I04,up,78,0.3888139010932524,0.6111860989067476,2.7148312830337025
I04,up,79,0.3885449049042241,0.6114550950957759,2.715372673558509
I04,up,80,0.3889912586575447,0.6110087413424553,2.7144740853111786
I04,up,81,0.3890728137253255,0.6109271862746746,2.714309768994406
I04,up,82,0.3867621681558241,0.6132378318441759,2.718949501711969
I04,up,83,0.3859471580649354,0.6140528419350646,2.7205782640259484
I04,up,84,0.38590839927835546,0.6140916007216446,2.7206556211935498
I04,up,85,0.3872731255585552,0.6127268744414448,2.7179263138860836
I04,up,86,0.38810214474123356,0.6118978552587664,2.7162628240921514
I04,up,87,0.3864598380637296,0.6135401619362704,2.7195541666359953
I04,up,88,0.38489609631004423,0.6151039036899557,2.7226728081782126
I04,up,89,0.38431997825903297,0.615680021740967,2.7238180479698224
I04,up,90,0.38473981709169897,0.6152601829083011,2.7229836674907846
I04,up,91,0.384515208925716,0.615484791074284,2.7234301826643037
I04,up,92,0.3856264824524916,0.6143735175475085,2.7212180135611153
I04,up,93,0.3868178535653492,0.6131821464346507,2.718838069352717
I04,up,94,0.3870718103338326,0.6129281896661674,2.7183296357501057
I04,up,95,0.3874129174933187,0.6125870825066813,2.7176461046026956
I04,up,96,0.3871865358663522,0.6128134641336478,2.71809982092684
I04,up,97,0.38797058781761534,0.6120294121823846,2.7165270829663433
I04,up,98,0.3891003350100147,0.6108996649899854,2.7142543102054697
I04,up,99,0.3885623337419891,0.6114376662580109,2.7153376091135186
I04,up,100,0.3881636277994888,0.6118363722005111,2.7161392866122824
I04,down,1,0.8087933065768633,0.19120669342313668,1.185925562783484
I04,down,2,0.6536932711750155,0.3463067288249845,1.9251793741308152
I04,down,3,0.6180764745768413,0.38192352542315866,2.064875871749768
I04,down,4,0.5816519060136873,0.4183480939863127,2.1961599652845045
I04,down,5,0.5528993114177085,0.44710068858229146,2.291744947624643
I04,down,6,0.5329094870848624,0.4670905129151376,2.3541447806227165
I04,down,7,0.5193844886262495,0.48061551137375047,2.3945292966753478
I04,down,8,0.510397897226307,0.489602102773693,2.420560522464034
I04,down,9,0.5063499363025264,0.49365006369747355,2.4320798494369082
I04,down,10,0.5019325347123432,0.4980674652876568,2.444505660118697
I04,down,11,0.49594253744168626,0.5040574625583137,2.461115528760268
I04,down,12,0.48852457548809086,0.5114754245119091,2.4813067277604857
I04,down,13,0.48012516899480606,0.5198748310051939,2.5036703622080134
I04,down,14,0.47271808872419524,0.5272819112758047,2.522958228994942
I04,down,15,0.464993421661132,0.535006578338868,2.542646341401566
I04,down,16,0.45720164908212263,0.5427983509178773,2.562070437160892
I04,down,17,0.45112806104353764,0.5488719389564624,2.576912443724037
I04,down,18,0.44866133214710885,0.5513386678528911,2.5828664259612584
I04,down,19,0.4460930064914691,0.5539069935085309,2.589020572991637
I04,down,20,0.4437978027607778,0.5562021972392222,2.594481567959444
I04,down,21,0.4421325350050313,0.5578674649949686,2.5984209848540587
I04,down,22,0.4404514298685785,0.5595485701314216,2.6023785223153633
I04,down,23,0.4370421409673132,0.5629578590326868,2.6103450250297078
I04,down,24,0.4316591360732034,0.5683408639267966,2.622762693651861
I04,down,25,0.42862305971660536,0.5713769402833946,2.6296802590805024
I04,down,26,0.4250262804215099,0.5749737195784901,2.63779564230468
I04,down,27,0.4212425777777787,0.5787574222222214,2.6462401558535245
I04,down,28,0.42112606649896583,0.5788739335010342,2.6464986880318024
I04,down,29,0.4222109257273098,0.5777890742726902,2.644087985936056
I04,down,30,0.4222395877860773,0.5777604122139227,2.64402418986257
I04,down,31,0.42212895875828205,0.577871041241718,2.644270398298982
I04,down,32,0.4203550092593029,0.5796449907406971,2.6482073719399573
I04,down,33,0.4177824015743072,0.5822175984256928,2.6538801299329275
