reference,direction,shift_px,rmse_d,jod_rmse,psnr_d,jod_psnr,ssim_d,jod_ssim,ssim,ms_ssim_d,jod_ms_ssim,iw_ssim_d,jod_iw_ssim,vif_d,jod_vif,fsim_d,jod_fsim,srsim_d,jod_srsim,gmsd_d,jod_gmsd,ms_gmsd_d,jod_ms_gmsd,vsi_d,jod_vsi,mdsi_d,jod_mdsi,haarpsi_d,jod_haarpsi,dss_d,jod_dss,lpips_d,jod_lpips,dists_d,jod_dists,pieapp_d,jod_pieapp
I01,right,31,44.13754433512721,3.251057207124835,0.06563988332033985,3.1618653316687886,0.7335459589958191,2.9196802536879973,0.2664540410041809,0.6936304569244385,2.6792830096482847,0.7572581768035889,2.5764479494496024,0.9717093706130981,2.809396059871651,0.3716251254081726,2.8402750387776905,0.182864248752594,2.641934965547648,0.2662087678909302,2.737632489029141,0.27512797713279724,2.789773956270289,0.186393141746521,2.737698459774492,0.5294948220252991,2.8662718378896086,0.6863778233528137,3.377134368580478,0.8325177431106567,2.6511051129041334,0.4985804855823517,2.425015757019193,0.08561205863952637,0.8507588450000716,1.2091647386550903,2.1593700828650415
I01,right,32,44.48750550004259,3.258345350912461,0.0659367802344601,3.1674072774697684,0.7381519079208374,2.9259380708415144,0.2618480920791626,0.6981210112571716,2.6793044875892713,0.7618132829666138,2.5764479508724047,0.9721900224685669,2.810084786704517,0.3736276626586914,2.8403734667854224,0.18380361795425415,2.6419523055784566,0.26746678352355957,2.7380872005004826,0.275701105594635,2.7899288238830415,0.18989795446395874,2.7377221783199275,0.5308233499526978,2.867742359446324,0.6882801055908203,3.379598683460621,0.8406484127044678,2.6518133762085654,0.5033736228942871,2.443931052295218,0.08690470457077026,0.8657414547198065,1.1804805994033813,2.1297596036203825
I01,right,33,44.87747172543584,3.2662740922996703,0.06626801722704533,3.173399918827371,0.7443318963050842,2.934188055244653,0.25566810369491577,0.7068172097206116,2.6793424762774745,0.7678872346878052,2.5764479525281505,0.9726852178573608,2.810791753357628,0.3771066665649414,2.840535951305583,0.186964213848114,2.642005209478839,0.2689042389392853,2.7385921214740168,0.2765243947505951,2.7901475788822605,0.19094336032867432,2.7377284446261,0.5345889925956726,2.8717553776031437,0.6916781067848206,3.383959108064044,0.8467349410057068,2.6523206665272028,0.5096763372421265,2.468283517296469,0.0822141170501709,0.8120256321184265,1.2634881734848022,2.211078592610893
I01,right,34,45.294127633687964,3.2745263949969585,0.06662241166705465,3.179595775581071,0.7492358684539795,2.940617007572637,0.2507641315460205,0.7183426022529602,2.6793862802926656,0.7743710279464722,2.5764479540324494,0.9733461737632751,2.8117312715597254,0.3764212727546692,2.8405047700598516,0.19344228506088257,2.6420914487434857,0.26917824149131775,2.7386866314064213,0.2763007879257202,2.7900885932732944,0.1922975778579712,2.7377360647037676,0.5345494747161865,2.8717144260103593,0.6909518837928772,3.383031645277633,0.8485910296440125,2.652471590262394,0.5142662525177002,2.485646612515457,0.09231507778167725,0.9298313408847676,1.3365923166275024,2.2721889444875085
I01,right,35,45.66747260867041,3.2817331407507533,0.06694039270382814,3.1849708993268915,0.7509393095970154,2.942826105053741,0.24906069040298462,0.7232850790023804,2.679403030675867,0.7804840803146362,2.5764479552386206,0.9738747477531433,2.812479256150546,0.37565159797668457,2.840469275418627,0.2085224986076355,2.6422130549862004,0.26929301023483276,2.7387260547604932,0.2763481140136719,2.790101104029903,0.19133538007736206,2.7377307067608854,0.5361315011978149,2.8733350666761783,0.690525233745575,3.3824856433204857,0.8459111452102661,2.652253122291313,0.5175036191940308,2.4977052658833703,0.09172546863555908,0.9227440075888731,1.3371862173080444,2.272647845865834
I01,right,36,46.00708864026167,3.2881381793142,0.06723002002584882,3.1897195896245516,0.7561194896697998,2.949468617006624,0.2438805103302002,0.7252811193466187,2.679409477755442,0.7865437269210815,2.576447956261111,0.9742207527160645,2.812967276158012,0.3714725971221924,2.8402673897919613,0.2145092487335205,2.6422415929798717,0.26825711131095886,2.7383667171708725,0.27557504177093506,2.789894942848015,0.19185113906860352,2.737733612537795,0.5345637798309326,2.8717292529130263,0.6870003938674927,3.3779427252567586,0.8420098423957825,2.6519285161152766,0.5203515887260437,2.508185213876431,0.08600360155105591,0.8552830193582162,1.3585100173950195,2.2887420030256815
I01,right,37,46.34225355490153,3.294321545506146,0.06751620818853975,3.194277846488108,0.7622488737106323,2.957183571449634,0.23775112628936768,0.7311578989028931,2.679427459001519,0.792024552822113,2.5764479570583276,0.9746059775352478,2.8135091175893985,0.37012094259262085,2.840198646355475,0.207209050655365,2.6422056152242703,0.2683923542499542,2.7384140806308053,0.27565574645996094,2.789916644969926,0.19048023223876953,2.7377257111693325,0.5355330109596252,2.872726478638679,0.684813380241394,3.37509510605042,0.8370257616043091,2.651502217242978,0.5230305194854736,2.5179337730111566,0.09298539161682129,0.9379177534880817,1.4297236204147339,2.3373568781400875
I01,right,38,46.64051524825885,3.2997113074330846,0.06777117817001997,3.1982294929214334,0.7674986720085144,2.9636686645915784,0.2325013279914856,0.7397996783256531,2.67945138474924,0.7963192462921143,2.5764479576090977,0.9750831723213196,2.8141781402842603,0.3668377995491028,2.840024261118515,0.19587087631225586,2.64211744773138,0.26753291487693787,2.738110769497379,0.2753991186618805,2.789847489229871,0.19113212823867798,2.7377295397454873,0.5339663624763489,2.8711073351518137,0.6823891401290894,3.371912472627912,0.8379331827163696,2.6515808159801963,0.5259249210357666,2.528347541702035,0.09686565399169922,0.9853030535181153,1.527571201324463,2.3925922922997898
I01,right,39,46.90212643962291,3.304352921761221,0.06799506269066499,3.20161637278011,0.772200882434845,2.9693826542057735,0.22779911756515503,0.741513729095459,2.6794558001473163,0.7989349365234375,2.5764479579159447,0.9754497408866882,2.814690431974457,0.3677813410758972,2.8400754773347217,0.19093966484069824,2.64206127825355,0.2683117687702179,2.7383858751471597,0.27600693702697754,2.790010592990555,0.19026094675064087,2.7377243934247417,0.5357903242111206,2.8729888019913656,0.6826954483985901,3.3723161295741875,0.8471199870109558,2.652352118779845,0.5283618569374084,2.5370198761933467,0.08950304985046387,0.8962510773322251,1.5177921056747437,2.3876173070333007
I01,right,40,47.14132417252087,3.3085277942451077,0.06819995414641603,3.20464936118594,0.7740974426269531,2.9716622718504313,0.22590255737304688,0.7376390695571899,2.679445667954049,0.798625111579895,2.576447957880667,0.9758720397949219,2.8152788533770283,0.37049221992492676,2.840217702258542,0.1910228729248047,2.6420623409086375,0.2686954140663147,2.7385197227696545,0.27619045972824097,2.7900593723071285,0.1920074224472046,2.7377344775377424,0.5351927280426025,2.8723780142873605,0.6839131116867065,3.373916418143878,0.8533197641372681,2.652848330700863,0.5309759378433228,2.5462257978587224,0.09808623790740967,1.000398954731389,1.4813817739486694,2.3680641754681817
